   -10.0000000000    -0.1014242852    -0.0003279626    -0.1014242852    -0.0003279626
    -9.9958106410    -0.1014680377    -0.0003282499    -0.1014680377    -0.0003282499
    -9.9916212819    -0.1015118285    -0.0003285377    -0.1015118285    -0.0003285377
    -9.9874319229    -0.1015556577    -0.0003288258    -0.1015556577    -0.0003288258
    -9.9832425639    -0.1015995254    -0.0003291144    -0.1015995254    -0.0003291144
    -9.9790532049    -0.1016434316    -0.0003294033    -0.1016434316    -0.0003294033
    -9.9748638458    -0.1016873763    -0.0003296926    -0.1016873763    -0.0003296926
    -9.9706744868    -0.1017313596    -0.0003299823    -0.1017313596    -0.0003299823
    -9.9664851278    -0.1017753816    -0.0003302724    -0.1017753816    -0.0003302724
    -9.9622957687    -0.1018194423    -0.0003305628    -0.1018194423    -0.0003305628
    -9.9581064097    -0.1018635417    -0.0003308537    -0.1018635417    -0.0003308537
    -9.9539170507    -0.1019076800    -0.0003311449    -0.1019076800    -0.0003311449
    -9.9497276917    -0.1019518571    -0.0003314366    -0.1019518571    -0.0003314366
    -9.9455383326    -0.1019960731    -0.0003317286    -0.1019960731    -0.0003317286
    -9.9413489736    -0.1020403281    -0.0003320210    -0.1020403281    -0.0003320210
    -9.9371596146    -0.1020846221    -0.0003323139    -0.1020846221    -0.0003323139
    -9.9329702556    -0.1021289552    -0.0003326071    -0.1021289552    -0.0003326071
    -9.9287808965    -0.1021733274    -0.0003329007    -0.1021733274    -0.0003329007
    -9.9245915375    -0.1022177388    -0.0003331947    -0.1022177388    -0.0003331947
    -9.9204021785    -0.1022621894    -0.0003334891    -0.1022621894    -0.0003334891
    -9.9162128194    -0.1023066793    -0.0003337839    -0.1023066793    -0.0003337839
    -9.9120234604    -0.1023512086    -0.0003340790    -0.1023512086    -0.0003340791
    -9.9078341014    -0.1023957772    -0.0003343746    -0.1023957772    -0.0003343746
    -9.9036447424    -0.1024403853    -0.0003346706    -0.1024403853    -0.0003346706
    -9.8994553833    -0.1024850328    -0.0003349670    -0.1024850328    -0.0003349670
    -9.8952660243    -0.1025297200    -0.0003352638    -0.1025297200    -0.0003352638
    -9.8910766653    -0.1025744467    -0.0003355610    -0.1025744467    -0.0003355610
    -9.8868873062    -0.1026192131    -0.0003358586    -0.1026192130    -0.0003358586
    -9.8826979472    -0.1026640191    -0.0003361566    -0.1026640191    -0.0003361566
    -9.8785085882    -0.1027088650    -0.0003364550    -0.1027088650    -0.0003364550
    -9.8743192292    -0.1027537506    -0.0003367538    -0.1027537506    -0.0003367538
    -9.8701298701    -0.1027986762    -0.0003370530    -0.1027986762    -0.0003370530
    -9.8659405111    -0.1028436416    -0.0003373526    -0.1028436416    -0.0003373526
    -9.8617511521    -0.1028886471    -0.0003376526    -0.1028886471    -0.0003376526
    -9.8575617930    -0.1029336925    -0.0003379530    -0.1029336925    -0.0003379530
    -9.8533724340    -0.1029787781    -0.0003382539    -0.1029787781    -0.0003382539
    -9.8491830750    -0.1030239038    -0.0003385551    -0.1030239038    -0.0003385551
    -9.8449937160    -0.1030690697    -0.0003388568    -0.1030690697    -0.0003388568
    -9.8408043569    -0.1031142758    -0.0003391588    -0.1031142758    -0.0003391588
    -9.8366149979    -0.1031595223    -0.0003394613    -0.1031595223    -0.0003394613
    -9.8324256389    -0.1032048091    -0.0003397642    -0.1032048091    -0.0003397642
    -9.8282362798    -0.1032501363    -0.0003400675    -0.1032501363    -0.0003400675
    -9.8240469208    -0.1032955040    -0.0003403712    -0.1032955040    -0.0003403712
    -9.8198575618    -0.1033409122    -0.0003406753    -0.1033409122    -0.0003406753
    -9.8156682028    -0.1033863610    -0.0003409798    -0.1033863610    -0.0003409798
    -9.8114788437    -0.1034318505    -0.0003412848    -0.1034318505    -0.0003412848
    -9.8072894847    -0.1034773806    -0.0003415902    -0.1034773806    -0.0003415902
    -9.8031001257    -0.1035229515    -0.0003418960    -0.1035229515    -0.0003418960
    -9.7989107667    -0.1035685632    -0.0003422022    -0.1035685632    -0.0003422022
    -9.7947214076    -0.1036142157    -0.0003425088    -0.1036142157    -0.0003425088
    -9.7905320486    -0.1036599092    -0.0003428158    -0.1036599092    -0.0003428158
    -9.7863426896    -0.1037056436    -0.0003431233    -0.1037056436    -0.0003431233
    -9.7821533305    -0.1037514191    -0.0003434312    -0.1037514191    -0.0003434312
    -9.7779639715    -0.1037972356    -0.0003437395    -0.1037972356    -0.0003437395
    -9.7737746125    -0.1038430933    -0.0003440482    -0.1038430933    -0.0003440482
    -9.7695852535    -0.1038889921    -0.0003443574    -0.1038889921    -0.0003443574
    -9.7653958944    -0.1039349323    -0.0003446669    -0.1039349323    -0.0003446669
    -9.7612065354    -0.1039809137    -0.0003449769    -0.1039809137    -0.0003449769
    -9.7570171764    -0.1040269365    -0.0003452874    -0.1040269365    -0.0003452874
    -9.7528278173    -0.1040730007    -0.0003455982    -0.1040730007    -0.0003455982
    -9.7486384583    -0.1041191064    -0.0003459095    -0.1041191064    -0.0003459095
    -9.7444490993    -0.1041652536    -0.0003462212    -0.1041652536    -0.0003462212
    -9.7402597403    -0.1042114425    -0.0003465333    -0.1042114424    -0.0003465333
    -9.7360703812    -0.1042576729    -0.0003468459    -0.1042576729    -0.0003468459
    -9.7318810222    -0.1043039451    -0.0003471589    -0.1043039451    -0.0003471589
    -9.7276916632    -0.1043502591    -0.0003474723    -0.1043502590    -0.0003474723
    -9.7235023041    -0.1043966148    -0.0003477862    -0.1043966148    -0.0003477862
    -9.7193129451    -0.1044430125    -0.0003481005    -0.1044430125    -0.0003481005
    -9.7151235861    -0.1044894521    -0.0003484152    -0.1044894521    -0.0003484152
    -9.7109342271    -0.1045359336    -0.0003487303    -0.1045359336    -0.0003487303
    -9.7067448680    -0.1045824573    -0.0003490459    -0.1045824573    -0.0003490459
    -9.7025555090    -0.1046290230    -0.0003493620    -0.1046290230    -0.0003493620
    -9.6983661500    -0.1046756310    -0.0003496784    -0.1046756309    -0.0003496784
    -9.6941767910    -0.1047222811    -0.0003499953    -0.1047222811    -0.0003499953
    -9.6899874319    -0.1047689735    -0.0003503127    -0.1047689735    -0.0003503127
    -9.6857980729    -0.1048157083    -0.0003506305    -0.1048157083    -0.0003506305
    -9.6816087139    -0.1048624855    -0.0003509487    -0.1048624855    -0.0003509487
    -9.6774193548    -0.1049093051    -0.0003512674    -0.1049093051    -0.0003512674
    -9.6732299958    -0.1049561673    -0.0003515865    -0.1049561673    -0.0003515865
    -9.6690406368    -0.1050030721    -0.0003519060    -0.1050030721    -0.0003519060
    -9.6648512778    -0.1050500195    -0.0003522260    -0.1050500194    -0.0003522260
    -9.6606619187    -0.1050970095    -0.0003525465    -0.1050970095    -0.0003525465
    -9.6564725597    -0.1051440424    -0.0003528674    -0.1051440424    -0.0003528674
    -9.6522832007    -0.1051911181    -0.0003531887    -0.1051911180    -0.0003531887
    -9.6480938416    -0.1052382366    -0.0003535105    -0.1052382366    -0.0003535105
    -9.6439044826    -0.1052853981    -0.0003538327    -0.1052853981    -0.0003538327
    -9.6397151236    -0.1053326025    -0.0003541554    -0.1053326025    -0.0003541554
    -9.6355257646    -0.1053798501    -0.0003544786    -0.1053798501    -0.0003544786
    -9.6313364055    -0.1054271407    -0.0003548022    -0.1054271407    -0.0003548022
    -9.6271470465    -0.1054744745    -0.0003551262    -0.1054744745    -0.0003551262
    -9.6229576875    -0.1055218515    -0.0003554508    -0.1055218516    -0.0003554507
    -9.6187683284    -0.1055692719    -0.0003557757    -0.1055692719    -0.0003557757
    -9.6145789694    -0.1056167355    -0.0003561011    -0.1056167356    -0.0003561011
    -9.6103896104    -0.1056642426    -0.0003564270    -0.1056642426    -0.0003564270
    -9.6062002514    -0.1057117931    -0.0003567533    -0.1057117932    -0.0003567533
    -9.6020108923    -0.1057593872    -0.0003570801    -0.1057593872    -0.0003570801
    -9.5978215333    -0.1058070249    -0.0003574073    -0.1058070249    -0.0003574073
